id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_tribe_name,taxon_genus_name,taxon_species_name
75758298,2021-04-30 09:02:39,2021-04-30,2021-04-30 07:02:39 UTC,Vienna,2176615,johannesvolkmer,2021-04-30 07:03:26 UTC,2021-04-30 08:14:20 UTC,research,,https://www.inaturalist.org/observations/75758298,https://static.inaturalist.org/photos/123976556/medium.jpeg,,"",,2,0,false,2,"Elmberg, Linz, Österreich",48.336297,14.3380907,1600,1600,,open,false,,,Ash-black Slug,Limax cinereoniger,Schwarzer Schnegel,Mollusca,143291,Mollusca,Gastropoda,Stylommatophora,Limacoidea,Limacidae,Limacinae,,Limax,Limax cinereoniger
75758384,2021-04-30 09:03:57,2021-04-30,2021-04-30 07:03:57 UTC,Vienna,2176615,johannesvolkmer,2021-04-30 07:04:23 UTC,2021-05-01 15:38:27 UTC,research,,https://www.inaturalist.org/observations/75758384,https://static.inaturalist.org/photos/123976696/medium.jpeg,,"",,1,0,false,2,"Elmberg, Linz, Österreich",48.336297,14.3380907,1600,1600,,open,false,,,Weinbergschnecke,Helix pomatia,Weinbergschnecke,Mollusca,61523,Mollusca,Gastropoda,Stylommatophora,Helicoidea,Helicidae,Helicinae,Helicini,Helix,Helix pomatia
75765037,Fri Apr 30 2021 10:07:24 GMT+0200 (GMT+2),2021-04-30,2021-04-30 08:07:24 UTC,Pretoria,4062550,estherbioz,2021-04-30 08:08:43 UTC,2021-04-30 08:58:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75765037,https://inaturalist-open-data.s3.amazonaws.com/photos/123995137/medium.jpg,,"","",1,0,false,3,"Johann-Wilhelm-Klein-Straße, Linz, Oberösterreich, AT",48.3373036741,14.3129131316,23,23,,,false,,,Schöllkraut,Chelidonium majus,Schöllkraut,Plantae,55757,Tracheophyta,Magnoliopsida,Ranunculales,,Papaveraceae,Papaveroideae,,Chelidonium,Chelidonium majus
75766703,2021-04-30 10:22:41,2021-04-30,2021-04-30 08:22:41 UTC,Vienna,2914919,juliawoeger,2021-04-30 08:23:07 UTC,2021-05-05 22:28:33 UTC,needs_id,,https://www.inaturalist.org/observations/75766703,https://static.inaturalist.org/photos/123989792/medium.jpeg,,"",,0,0,false,2,"St Magdalena, 4040 Linz, Österreich",48.3366092,14.3128475,16,16,,,false,,,,Gastropoda,Schnecken,Mollusca,47114,Mollusca,Gastropoda,,,,,,,
75766816,2021-04-30 10:23:14,2021-04-30,2021-04-30 08:23:14 UTC,Vienna,2914919,juliawoeger,2021-04-30 08:24:20 UTC,2021-04-30 10:15:04 UTC,research,,https://www.inaturalist.org/observations/75766816,https://static.inaturalist.org/photos/123989993/medium.jpeg,,"",,2,0,false,2,"St Magdalena, 4040 Linz, Österreich",48.3366005,14.3127609,18,18,,,false,,,Ramsons,Allium ursinum,Bärlauch,Plantae,56152,Tracheophyta,Liliopsida,Asparagales,,Amaryllidaceae,Allioideae,Allieae,Allium,Allium ursinum
75766995,2021-04-30 10:25:26,2021-04-30,2021-04-30 08:25:26 UTC,Vienna,2914919,juliawoeger,2021-04-30 08:26:12 UTC,2021-04-30 10:48:25 UTC,research,,https://www.inaturalist.org/observations/75766995,https://static.inaturalist.org/photos/123990255/medium.jpeg,,"",,2,0,false,2,"St Magdalena, 4040 Linz, Österreich",48.3365906,14.3128623,20,20,,,false,,,Wiesenschaumkraut,Cardamine pratensis,Wiesenschaumkraut,Plantae,54531,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,Cardamineae,Cardamine,Cardamine pratensis
75767404,2021-04-30 10:30:05,2021-04-30,2021-04-30 08:30:05 UTC,Vienna,2914919,juliawoeger,2021-04-30 08:30:41 UTC,2021-04-30 23:08:58 UTC,research,,https://www.inaturalist.org/observations/75767404,https://static.inaturalist.org/photos/123990885/medium.jpeg,,"",,2,0,false,2,"St Magdalena, 4040 Linz, Österreich",48.3374186526,14.3123022483,4,4,,open,false,,,Roman Snail,Helix pomatia,Weinbergschnecke,Mollusca,61523,Mollusca,Gastropoda,Stylommatophora,Helicoidea,Helicidae,Helicinae,Helicini,Helix,Helix pomatia
75767713,2021-04-30 10:32:39,2021-04-30,2021-04-30 08:32:39 UTC,Vienna,2914919,juliawoeger,2021-04-30 08:33:12 UTC,2021-04-30 08:46:21 UTC,needs_id,,https://www.inaturalist.org/observations/75767713,https://static.inaturalist.org/photos/123991196/medium.jpeg,,"",,0,0,false,2,"St Magdalena, 4040 Linz, Österreich",48.3374436,14.3120116,57,57,,,false,,,,Lecanoromycetes,,Fungi,54743,Ascomycota,Lecanoromycetes,,,,,,,
75767895,2021-04-30 10:34:42,2021-04-30,2021-04-30 08:34:42 UTC,Vienna,2914919,juliawoeger,2021-04-30 08:35:16 UTC,2021-05-13 22:34:40 UTC,needs_id,,https://www.inaturalist.org/observations/75767895,https://static.inaturalist.org/photos/123991471/medium.jpeg,,"",,1,0,false,2,"St Magdalena, 4040 Linz, Österreich",48.3379235,14.3125627,116,116,,open,false,,,Spindle,Euonymus europaeus,Pfaffenhütchen,Plantae,55847,Tracheophyta,Magnoliopsida,Celastrales,,Celastraceae,,,Euonymus,Euonymus europaeus
75768330,Fri Apr 30 2021 10:39:59 GMT+0200 (GMT+2),2021-04-30,2021-04-30 08:39:59 UTC,Pretoria,4308581,norafo,2021-04-30 08:40:02 UTC,2021-05-29 16:54:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75768330,https://inaturalist-open-data.s3.amazonaws.com/photos/123992507/medium.jpg,,"","",2,0,false,3,"Johann-Wilhelm-Klein-Straße, Linz, Oberösterreich, AT",48.337457279,14.3124519302,11,11,,open,false,,,Hainschnirkelschnecke,Cepaea nemoralis,Hainschnirkelschnecke,Mollusca,48586,Mollusca,Gastropoda,Stylommatophora,Helicoidea,Helicidae,Helicinae,Allognathini,Cepaea,Cepaea nemoralis
75768612,2021-04-30 10:41:35,2021-04-30,2021-04-30 10:41:35 UTC,UTC,4318153,roland_greinstetter,2021-04-30 08:42:18 UTC,2021-09-27 19:00:31 UTC,needs_id,,https://www.inaturalist.org/observations/75768612,https://static.inaturalist.org/photos/123995076/medium.jpeg,,"",Baumschwammerl,2,0,false,2,"4073, Österreich",48.28054714,14.20458498,9,9,,,false,,,Агарикомицеты,Agaricomycetes,,Fungi,50814,Basidiomycota,Agaricomycetes,,,,,,,
75768639,2021-04-30 10:42:30,2021-04-30,2021-04-30 08:42:30 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:42:48 UTC,2021-05-09 16:07:13 UTC,needs_id,,https://www.inaturalist.org/observations/75768639,https://static.inaturalist.org/photos/123992525/medium.jpeg,,"",Veilchen,1,0,false,2,"4073, Österreich",48.28123788,14.20546197,6,6,,,false,,,Wald-Veilchen,Viola reichenbachiana,Wald-Veilchen,Plantae,147293,Tracheophyta,Magnoliopsida,Malpighiales,,Violaceae,,,Viola,Viola reichenbachiana
75768640,Fri Apr 30 2021 10:42:32 GMT+0200 (GMT+2),2021-04-30,2021-04-30 08:42:32 UTC,Pretoria,4308581,norafo,2021-04-30 08:42:49 UTC,2021-04-30 23:08:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75768640,https://inaturalist-open-data.s3.amazonaws.com/photos/124009793/medium.jpg,,"","",3,0,false,3,"Johann-Wilhelm-Klein-Straße, Linz, Oberösterreich, AT",48.3375233049,14.3123799674,9,9,,open,false,,,Hainschnirkelschnecke,Cepaea nemoralis,Hainschnirkelschnecke,Mollusca,48586,Mollusca,Gastropoda,Stylommatophora,Helicoidea,Helicidae,Helicinae,Allognathini,Cepaea,Cepaea nemoralis
75768641,2021-04-30 10:41:06,2021-04-30,2021-04-30 08:41:06 UTC,Vienna,4313233,alois_blois,2021-04-30 08:42:50 UTC,2021-05-06 09:41:56 UTC,research,,https://www.inaturalist.org/observations/75768641,https://static.inaturalist.org/photos/123992551/medium.jpeg,,"",,1,0,false,2,"4073, Österreich",48.2812937096,14.2053366792,19,19,,,false,,,Wald-Schlüsselblume,Primula elatior,Wald-Schlüsselblume,Plantae,55840,Tracheophyta,Magnoliopsida,Ericales,,Primulaceae,Primuloideae,Primuleae,Primula,Primula elatior
75768661,2021-04-30 10:40:10,2021-04-30,2021-04-30 08:40:10 UTC,Vienna,4313790,klausn,2021-04-30 08:43:06 UTC,2021-05-06 09:42:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75768661,https://inaturalist-open-data.s3.amazonaws.com/photos/123992564/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.2805245603,14.2044036929,10,10,,open,false,,,Geflecktes Lungenkraut,Pulmonaria officinalis,Geflecktes Lungenkraut,Plantae,167599,Tracheophyta,Magnoliopsida,Boraginales,,Boraginaceae,Boraginoideae,Boragineae,Pulmonaria,Pulmonaria officinalis
75768724,2021-04-30 10:43:18,2021-04-30,2021-04-30 08:43:18 UTC,Vienna,4313790,klausn,2021-04-30 08:43:41 UTC,2021-05-06 11:00:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75768724,https://inaturalist-open-data.s3.amazonaws.com/photos/123992653/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.2809675019,14.2047176789,9,9,,,false,,,Wald-Schlüsselblume,Primula elatior,Wald-Schlüsselblume,Plantae,55840,Tracheophyta,Magnoliopsida,Ericales,,Primulaceae,Primuloideae,Primuleae,Primula,Primula elatior
75768731,2021-04-30 10:42:56,2021-04-30,2021-04-30 08:42:56 UTC,Vienna,4313233,alois_blois,2021-04-30 08:43:45 UTC,2021-05-11 05:15:46 UTC,needs_id,,https://www.inaturalist.org/observations/75768731,https://static.inaturalist.org/photos/123992694/medium.jpeg,,"",,0,0,false,2,"4073, Österreich",48.2815550001,14.2054485359,19,19,,,false,,,,Life,Leben,,48460,,,,,,,,,
75768808,2021-04-30 10:44:03,2021-04-30,2021-04-30 08:44:03 UTC,Vienna,4313233,alois_blois,2021-04-30 08:44:41 UTC,2021-05-05 22:36:38 UTC,needs_id,,https://www.inaturalist.org/observations/75768808,https://static.inaturalist.org/photos/123992884/medium.jpeg,,"",Schnecke,0,0,false,2,"4073, Österreich",48.2814787882,14.2054587311,4,4,,,false,,,,Gastropoda,Schnecken,Mollusca,47114,Mollusca,Gastropoda,,,,,,,
75768814,Fri Apr 30 2021 10:43:54 GMT+0200 (GMT+2),2021-04-30,2021-04-30 08:43:54 UTC,Pretoria,4316899,christophmax,2021-04-30 08:44:45 UTC,2021-04-30 14:34:56 UTC,research,,https://www.inaturalist.org/observations/75768814,https://static.inaturalist.org/photos/123992857/medium.jpg,,"","",1,0,false,3,"Im Weideland, Dörnbach, Oberösterreich, AT",48.2812320769,14.206772226,12,12,,open,false,,,Gefleckte Schnirkelschnecke,Arianta arbustorum,Gefleckte Schnirkelschnecke,Mollusca,55617,Mollusca,Gastropoda,Stylommatophora,Helicoidea,Helicidae,Ariantinae,,Arianta,Arianta arbustorum
75768842,2021-04-30 10:44:34,2021-04-30,2021-04-30 08:44:34 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:44:57 UTC,2021-05-07 14:43:07 UTC,needs_id,,https://www.inaturalist.org/observations/75768842,https://static.inaturalist.org/photos/123992905/medium.jpeg,,"",Farn,0,0,false,2,"4073, Österreich",48.28123985,14.20549778,8,8,,,false,,,,Polypodiopsida,Farne,Plantae,121943,Tracheophyta,Polypodiopsida,,,,,,,
75768866,2021-04-30 10:44:33,2021-04-30,2021-04-30 08:44:33 UTC,Vienna,4313790,klausn,2021-04-30 08:45:15 UTC,2021-05-11 05:16:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75768866,https://inaturalist-open-data.s3.amazonaws.com/photos/123992947/medium.jpeg,,"",,0,0,false,2,"4073, Österreich",48.2809977187,14.2048114724,10,10,,,false,,,,Bryophyta,Moose,Plantae,311249,Bryophyta,,,,,,,,
75768937,2021-04-30 10:45:50,2021-04-30,2021-04-30 10:45:50 UTC,UTC,4318153,roland_greinstetter,2021-04-30 08:46:25 UTC,2021-05-13 22:35:28 UTC,needs_id,,https://www.inaturalist.org/observations/75768937,https://static.inaturalist.org/photos/123993177/medium.jpeg,,"",Baum mit Sprössling,2,0,false,2,"4073, Österreich",48.28089358,14.20542097,4,4,,open,false,,,"beeches, oaks, walnuts, and allies",Fagales,Buchenartige,Plantae,47853,Tracheophyta,Magnoliopsida,Fagales,,,,,,
75768942,2021-04-30 10:45:26,2021-04-30,2021-04-30 08:45:26 UTC,Vienna,4313790,klausn,2021-04-30 08:46:30 UTC,2021-05-11 05:16:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75768942,https://inaturalist-open-data.s3.amazonaws.com/photos/123993175/medium.jpeg,,"",,0,0,false,2,"4073, Österreich",48.2818099,14.2042984,105,105,,,false,,,,Bryophyta,Moose,Plantae,311249,Bryophyta,,,,,,,,
75769125,2021-04-30 10:46:33,2021-04-30,2021-04-30 08:46:33 UTC,Vienna,4313790,klausn,2021-04-30 08:47:46 UTC,2021-05-01 08:04:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75769125,https://inaturalist-open-data.s3.amazonaws.com/photos/123993429/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.2810093276,14.204930244,10,10,,,false,,,Hvitveis,Anemonoides nemorosa,Buschwindröschen,Plantae,950603,Tracheophyta,Magnoliopsida,Ranunculales,,Ranunculaceae,Ranunculoideae,Anemoneae,Anemonoides,Anemonoides nemorosa
75769172,2021-04-30 10:47:49,2021-04-30,2021-04-30 08:47:49 UTC,Paris,4313790,klausn,2021-04-30 08:48:09 UTC,2021-04-30 10:21:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75769172,https://inaturalist-open-data.s3.amazonaws.com/photos/123993491/medium.jpeg,,"",,0,0,false,2,"4073, Österreich",48.2808412286,14.2048822995,9,9,,,false,,,Wald-Veilchen,Viola reichenbachiana,Wald-Veilchen,Plantae,147293,Tracheophyta,Magnoliopsida,Malpighiales,,Violaceae,,,Viola,Viola reichenbachiana
75769230,2021-04-30 10:48:11,2021-04-30,2021-04-30 08:48:11 UTC,Vienna,4313790,klausn,2021-04-30 08:48:33 UTC,2021-10-08 18:54:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75769230,https://inaturalist-open-data.s3.amazonaws.com/photos/123993578/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.280895669,14.2048721574,11,11,,,false,,,Wald-Bingelkraut,Mercurialis perennis,Wald-Bingelkraut,Plantae,126757,Tracheophyta,Magnoliopsida,Malpighiales,,Euphorbiaceae,,,Mercurialis,Mercurialis perennis
75769288,2021-04-30 10:48:21,2021-04-30,2021-04-30 08:48:21 UTC,Vienna,4313233,alois_blois,2021-04-30 08:49:01 UTC,2021-05-05 22:37:37 UTC,needs_id,,https://www.inaturalist.org/observations/75769288,https://static.inaturalist.org/photos/123993724/medium.jpeg,,"",Nacktschnecke,0,0,false,2,"4073, Österreich",48.2812443773,14.2063447863,4,4,,,false,,,,Gastropoda,Schnecken,Mollusca,47114,Mollusca,Gastropoda,,,,,,,
75769314,2021-04-30 10:48:35,2021-04-30,2021-04-30 08:48:35 UTC,Vienna,4313790,klausn,2021-04-30 08:49:27 UTC,2021-05-09 07:26:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75769314,https://inaturalist-open-data.s3.amazonaws.com/photos/123993767/medium.jpeg,,"",,0,0,false,2,"4073, Österreich",48.2808399294,14.2050235346,11,11,,,false,,,,Plantae,Pflanzen,Plantae,47126,,,,,,,,,
75769317,2021-04-30 10:48:08,2021-04-30,2021-04-30 08:48:08 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:49:29 UTC,2021-05-03 17:37:17 UTC,needs_id,,https://www.inaturalist.org/observations/75769317,https://static.inaturalist.org/photos/123993776/medium.jpeg,,"",Käfer,2,0,false,2,"4073, Österreich",48.28093533,14.20540911,4,4,,,false,,,Laufkäfer,Carabidae,Laufkäfer,Insecta,49567,Arthropoda,Insecta,Coleoptera,Caraboidea,Carabidae,,,,
75769372,2021-04-30 10:49:44,2021-04-30,2021-04-30 08:49:44 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:50:10 UTC,2021-04-30 11:36:45 UTC,research,,https://www.inaturalist.org/observations/75769372,https://static.inaturalist.org/photos/123993913/medium.jpeg,,"",Blume?,2,0,false,2,"4073, Österreich",48.28091696,14.20529731,8,8,,,false,,,lesser celandine,Ficaria verna,Scharbockskraut,Plantae,204321,Tracheophyta,Magnoliopsida,Ranunculales,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ficaria,Ficaria verna
75769449,2021-04-30 10:49:49,2021-04-30,2021-04-30 08:49:49 UTC,Vienna,4313233,alois_blois,2021-04-30 08:50:27 UTC,2021-05-07 15:20:01 UTC,needs_id,,https://www.inaturalist.org/observations/75769449,https://static.inaturalist.org/photos/123993985/medium.jpeg,,"",Blume,0,0,false,2,"4073, Österreich",48.2806217921,14.206016654,4,4,,,false,,,,Ranunculaceae,Hahnenfußgewächse,Plantae,48231,Tracheophyta,Magnoliopsida,Ranunculales,,Ranunculaceae,,,,
75769458,2021-04-30 10:50:13,2021-04-30,2021-04-30 08:50:13 UTC,Vienna,4313790,klausn,2021-04-30 08:50:37 UTC,2021-05-10 20:09:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75769458,https://inaturalist-open-data.s3.amazonaws.com/photos/123993991/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.2809063559,14.205017332,8,8,,,false,,,Gastropods,Gastropoda,Schnecken,Mollusca,47114,Mollusca,Gastropoda,,,,,,,
75769501,2021-04-30 10:50:42,2021-04-30,2021-04-30 08:50:42 UTC,Vienna,4313790,klausn,2021-04-30 08:51:06 UTC,2021-04-30 14:56:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/75769501,https://inaturalist-open-data.s3.amazonaws.com/photos/123994054/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.280885946,14.2049803678,8,8,,open,false,,,蛞蝓亚科,Limacinae,,Mollusca,933175,Mollusca,Gastropoda,Stylommatophora,Limacoidea,Limacidae,Limacinae,,,
75769576,2021-04-30 10:51:05,2021-04-30,2021-04-30 08:51:05 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:52:04 UTC,2021-05-09 16:08:00 UTC,needs_id,,https://www.inaturalist.org/observations/75769576,https://static.inaturalist.org/photos/123994220/medium.jpeg,,"",,1,0,false,2,"4073, Österreich",48.28104958,14.20508646,8,8,,,false,,,Wald-Veilchen,Viola reichenbachiana,Wald-Veilchen,Plantae,147293,Tracheophyta,Magnoliopsida,Malpighiales,,Violaceae,,,Viola,Viola reichenbachiana
75769685,Fri Apr 30 2021 10:52:50 GMT+0200 (GMT+2),2021-04-30,2021-04-30 08:52:50 UTC,Pretoria,4316899,christophmax,2021-04-30 08:53:20 UTC,2021-04-30 10:16:40 UTC,research,,https://www.inaturalist.org/observations/75769685,https://static.inaturalist.org/photos/123994583/medium.jpg,,"","",1,0,false,3,"Leitergraben, Wilhering, Oberösterreich, AT",48.2814611065,14.2078871067,65,65,,,false,,,Gartenhummel,Bombus hortorum,Gartenhummel,Insecta,121989,Arthropoda,Insecta,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus hortorum
75769701,2021-04-30 10:52:30,2021-04-30,2021-04-30 08:52:30 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:53:28 UTC,2021-04-30 16:53:17 UTC,research,,https://www.inaturalist.org/observations/75769701,https://static.inaturalist.org/photos/123994414/medium.jpeg,,"",,4,1,false,2,"4073, Österreich",48.2807303,14.20464053,4,4,,,false,,,Feuerwanze,Pyrrhocoris apterus,Feuerwanze,Insecta,55610,Arthropoda,Insecta,Hemiptera,Pyrrhocoroidea,Pyrrhocoridae,,,Pyrrhocoris,Pyrrhocoris apterus
75769833,2021-04-30 10:53:51,2021-04-30,2021-04-30 08:53:51 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:54:46 UTC,2021-05-06 11:01:13 UTC,research,,https://www.inaturalist.org/observations/75769833,https://static.inaturalist.org/photos/123994620/medium.jpeg,,"",,2,0,false,2,"4073, Österreich",48.28060635,14.20464152,5,5,,open,false,,,Geflecktes Lungenkraut,Pulmonaria officinalis,Geflecktes Lungenkraut,Plantae,167599,Tracheophyta,Magnoliopsida,Boraginales,,Boraginaceae,Boraginoideae,Boragineae,Pulmonaria,Pulmonaria officinalis
75769912,2021-04-30 10:54:53,2021-04-30,2021-04-30 08:54:53 UTC,Vienna,4318153,roland_greinstetter,2021-04-30 08:55:31 UTC,2021-05-11 05:22:43 UTC,needs_id,,https://www.inaturalist.org/observations/75769912,https://static.inaturalist.org/photos/123994703/medium.jpeg,,"",,0,0,false,2,"4073, Österreich",48.28057445,14.20457791,7,7,,,false,,,,Life,Leben,,48460,,,,,,,,,
